id	seq_len	no_parts
MH648977.1	2520	1
MZ286150.1	2517	1
MZ286164.1	2517	1
MZ286021.1	2514	1
MZ286165.1	2510	1
MZ286199.1	2506	1
MH649161.1	2501	1
MZ286069.1	2501	1
MH649008.1	2499	1
MZ286200.1	2492	1
MH649011.1	2476	1
MW455436.1	2476	1
MZ285999.1	2475	1
MZ286055.1	2471	1
MH649142.1	2467	1
MZ286201.1	2463	1
MZ286202.1	2463	1
MZ286091.1	2460	1
NC_038351.1	2454	1
KP343823.1	2451	1
MZ286203.1	2443	1
MH648966.1	2407	1
NC_075377.1	2407	1
MH649212.1	2403	1
MH649209.1	2381	1
NC_075369.1	2381	1
JQ690763.1	2375	1
MH648986.1	2368	1
NC_075375.1	2368	1
MH649039.1	2366	1
JQ308210.1	2359	1
KP343852.1	2359	1
NC_017091.1	2359	1
MZ286035.1	2351	1
JQ690762.1	2316	1
MH649165.1	2312	1
MH648999.1	2299	1
MH649174.1	2291	1
MH649196.1	2290	1
KF294862.1	2282	1
NC_022789.1	2282	1
MH649085.1	2280	1
MH648900.1	2256	1
MH649172.1	2255	1
MH649023.1	2250	1
AY622908.1	2249	1
NC_007013.1	2249	1
MW455388.1	2241	1
MH649217.1	2228	1
MH648932.1	2206	1
MH648983.1	2191	1
MH649101.1	2182	1
MZ286103.1	2157	1
MH649084.1	2127	1
KP343857.1	2118	1
MW455408.1	2098	1
MH648976.1	2088	1
MH649068.1	2066	1
MH648995.1	2045	1
JX310702.1	2034	1
NC_018401.1	2034	1
KF294861.1	2020	1
NC_022788.1	2020	1
KP343861.1	2019	1
KP343859.1	2016	1
NC_038350.1	2002	1
MH649038.1	2000	1
MH649056.1	2000	1
MH649109.1	1996	1
MH648942.1	1989	1
MH649009.1	1983	1
MH649037.1	1962	1
MH649129.1	1911	1
MH648910.1	1871	1
NC_075379.1	1871	1
MH648908.1	1855	1
MH649113.1	1854	1
MZ286085.1	1802	1
MH648950.1	1785	1
MH649099.1	1775	1
MH649029.1	1744	1
NC_075372.1	1744	1
MH648978.1	1726	1
MH648922.1	1722	1
MH649053.1	1704	1
MH649087.1	1702	1
MH649185.1	1649	1
MH649143.1	1521	1
KP343836.1	1497	1
KP343831.1	1241	1
KP343828.1	1141	1
KP343855.1	1096	1
