Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MN769172.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-309-16			2908				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769171.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-308-12			2931				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769170.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-30-7			2909				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769169.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306B-7			2988				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769168.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306B-35			2825				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769167.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306B-26			2898				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769166.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306A-26			2898				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769165.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306A-23			2911				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769164.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-306A-20			2887				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769163.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-30-6			2906				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769162.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-301-6			2975				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769161.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-301-17			2755				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769160.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-301-11			2852				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769159.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-299A-16			2931				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769158.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-297-99			2887				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769157.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-297-93			2920				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769156.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-279-8			2825				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769155.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-277-43			2615				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769154.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-277-25			2877				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769153.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-277-21			2936				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769152.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-56			2834				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769151.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-55			2808				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769150.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-49			2919				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769149.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-45			2874				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769148.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-36			2900				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769147.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-275-28			2896				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769146.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-274-28			2909				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769145.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-274-26			2878				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769144.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-267-25			2785				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769143.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-267-14			2919				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769142.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-266-6			2958				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769141.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-266-13			2897				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769140.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-263-22			2842				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769139.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-263-16			2886				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769138.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-263-15			2887				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769137.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-262-4			2982				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
MN769136.1			COMPLETE		Tanzania	Africa									Homo sapiens		9606	true				2015	SAfiA-25A-2			2900				1		2021-12-19T00:00:00Z		GenBank		University Hospitals of Geneva, Laboratory of Virology	Switzerland	Cordey,S.,Laubscher,F.,Hartley,M.A.,Junier,T.,Keitel,K.,Docquier,M.,Guex,N.,Iseli,C.,Vieille,G.,Le Mercier,P.,Gleizes,A.,Samaka,J.,Mlaganile,T.,Kagoro,F.,Masimba,J.,Said,Z.,Temba,H.,Elbanna,G.H.,Tapparel,C.,Zanella,M.C.,Xenarios,I.,Fellay,J.,D'Acremont,V.,Kaiser,L.,Hartley,M.-A.,Zanella,M.-C.	2021-12-19T00:00:00Z								TTV-like mini virus		93678
